S. No.,Date,Region,Confirmed Cases,Active Cases,Cured/Discharged,Death
5767,15-09-2020,Tamil Nadu,508511,46912,453165,8434
5768,16-09-2020,Tamil Nadu,514208,46806,458900,8502
5769,17-09-2020,Tamil Nadu,519860,46633,464668,8559
5770,18-09-2020,Tamil Nadu,525420,46610,470192,8618
5771,19-09-2020,Tamil Nadu,530908,46506,475717,8685
5772,20-09-2020,Tamil Nadu,536477,46453,481273,8751
5773,21-09-2020,Tamil Nadu,541993,46703,486479,8811
5774,22-09-2020,Tamil Nadu,547337,46495,491971,8871
5775,12-03-2020,Telangana,1,1,0,0
5776,13-03-2020,Telangana,1,1,0,0
5777,14-03-2020,Telangana,1,1,0,0
5778,15-03-2020,Telangana,3,2,1,0
5779,16-03-2020,Telangana,3,2,1,0
5780,17-03-2020,Telangana,5,4,1,0
5781,18-03-2020,Telangana,5,4,1,0
5782,19-03-2020,Telangana,6,5,1,0
5783,20-03-2020,Telangana,16,15,1,0
5784,21-03-2020,Telangana,19,18,1,0
5785,22-03-2020,Telangana,22,21,1,0
5786,23-03-2020,Telangana,32,31,1,0
5787,24-03-2020,Telangana,32,31,1,0
5788,25-03-2020,Telangana,35,34,1,0
5789,26-03-2020,Telangana,41,40,1,0
5790,27-03-2020,Telangana,45,44,1,0
5791,28-03-2020,Telangana,56,55,1,0
5792,29-03-2020,Telangana,66,64,1,1
5793,30-03-2020,Telangana,69,67,1,1
5794,31-03-2020,Telangana,79,77,1,1
5795,01-04-2020,Telangana,94,90,1,3
5796,02-04-2020,Telangana,96,92,1,3
5797,03-04-2020,Telangana,107,103,1,3
5798,04-04-2020,Telangana,158,150,1,7
5799,05-04-2020,Telangana,269,230,32,7
5800,06-04-2020,Telangana,321,280,34,7
5801,07-04-2020,Telangana,321,280,34,7
5802,08-04-2020,Telangana,364,322,35,7
5803,09-04-2020,Telangana,427,385,35,7
5804,10-04-2020,Telangana,442,400,35,7
5805,11-04-2020,Telangana,473,423,43,7
5806,12-04-2020,Telangana,504,452,43,9
5807,13-04-2020,Telangana,504,452,43,9
5808,14-04-2020,Telangana,562,446,100,16
5809,15-04-2020,Telangana,624,507,100,17
5810,16-04-2020,Telangana,647,509,120,18
5811,17-04-2020,Telangana,700,496,186,18
5812,18-04-2020,Telangana,766,562,186,18
5813,19-04-2020,Telangana,809,605,186,18
5814,20-04-2020,Telangana,844,640,186,18
5815,21-04-2020,Telangana,873,660,190,23
5816,22-04-2020,Telangana,928,711,194,23
5817,23-04-2020,Telangana,945,728,194,23
5818,24-04-2020,Telangana,960,739,197,24
5819,25-04-2020,Telangana,984,705,253,26
5820,26-04-2020,Telangana,991,685,280,26
5821,27-04-2020,Telangana,1002,696,280,26
5822,28-04-2020,Telangana,1004,657,321,26
5823,29-04-2020,Telangana,1004,657,321,26
5824,30-04-2020,Telangana,1012,619,367,26
5825,01-05-2020,Telangana,1038,615,397,26
5826,02-05-2020,Telangana,1039,572,441,26
5827,03-05-2020,Telangana,1063,577,458,28
5828,04-05-2020,Telangana,1082,563,490,29
5829,05-05-2020,Telangana,1085,471,585,29
5830,06-05-2020,Telangana,1096,482,585,29
5831,07-05-2020,Telangana,1107,450,628,29
5832,08-05-2020,Telangana,1123,444,650,29
5833,09-05-2020,Telangana,1133,404,700,29
5834,10-05-2020,Telangana,1163,383,750,30
5835,11-05-2020,Telangana,1196,416,750,30
5836,12-05-2020,Telangana,1275,445,800,30
5837,13-05-2020,Telangana,1326,464,830,32
5838,14-05-2020,Telangana,1367,393,940,34
5839,15-05-2020,Telangana,1414,430,950,34
5840,16-05-2020,Telangana,1454,461,959,34
5841,17-05-2020,Telangana,1509,504,971,34
5842,18-05-2020,Telangana,1551,525,992,34
5843,19-05-2020,Telangana,1597,562,1000,35
5844,20-05-2020,Telangana,1634,586,1010,38
5845,21-05-2020,Telangana,1661,606,1015,40
5846,22-05-2020,Telangana,1699,619,1035,45
5847,23-05-2020,Telangana,1761,673,1043,45
5848,24-05-2020,Telangana,1813,699,1065,49
5849,25-05-2020,Telangana,1854,711,1090,53
5850,26-05-2020,Telangana,1920,700,1164,56
5851,27-05-2020,Telangana,1991,650,1284,57
5852,28-05-2020,Telangana,2098,751,1284,63
5853,29-05-2020,Telangana,2256,844,1345,67
5854,30-05-2020,Telangana,2425,973,1381,71
5855,31-05-2020,Telangana,2499,1010,1412,77
5856,01-06-2020,Telangana,2698,1188,1428,82
5857,02-06-2020,Telangana,2792,1213,1491,88
5858,03-06-2020,Telangana,2891,1273,1526,92
5859,04-06-2020,Telangana,3020,1365,1556,99
5860,05-06-2020,Telangana,3147,1455,1587,105
5861,06-06-2020,Telangana,3290,1550,1627,113
5862,07-06-2020,Telangana,3496,1663,1710,123
5863,08-06-2020,Telangana,3580,1747,1710,123
5864,09-06-2020,Telangana,3650,1803,1710,137
5865,10-06-2020,Telangana,3920,1963,1809,148
5866,11-06-2020,Telangana,4111,2138,1817,156
5867,12-06-2020,Telangana,4320,2162,1993,165
5868,13-06-2020,Telangana,4484,2032,2278,174
5869,14-06-2020,Telangana,4737,2203,2352,182
5870,15-06-2020,Telangana,4974,2412,2377,185
5871,16-06-2020,Telangana,5193,2240,2766,187
5872,17-06-2020,Telangana,5406,2188,3027,191
5873,18-06-2020,Telangana,5675,2412,3071,192
5874,19-06-2020,Telangana,6027,2531,3301,195
5875,20-06-2020,Telangana,6526,2975,3353,198
5876,21-06-2020,Telangana,7072,3363,3506,203
5877,22-06-2020,Telangana,7802,3861,3731,210
5878,23-06-2020,Telangana,8674,4452,4005,217
5879,24-06-2020,Telangana,9553,5109,4224,220
5880,25-06-2020,Telangana,10444,5858,4361,225
5881,26-06-2020,Telangana,11364,6446,4688,230
5882,27-06-2020,Telangana,12349,7346,4766,237
5883,28-06-2020,Telangana,13436,8265,4928,243
5884,29-06-2020,Telangana,14419,9000,5172,247
5885,30-06-2020,Telangana,15394,9559,5582,253
5886,01-07-2020,Telangana,16339,8785,7294,260
5887,02-07-2020,Telangana,17357,9008,8082,267
5888,03-07-2020,Telangana,18570,9226,9069,275
5889,04-07-2020,Telangana,20462,9984,10195,283
5890,05-07-2020,Telangana,22312,10487,11537,288
5891,06-07-2020,Telangana,23902,10904,12703,295
5892,07-07-2020,Telangana,25733,10646,14781,306
5893,08-07-2020,Telangana,27612,11012,16287,313
5894,09-07-2020,Telangana,29536,11933,17279,324
5895,10-07-2020,Telangana,30946,12423,18192,331
5896,11-07-2020,Telangana,32224,12680,19205,339
5897,12-07-2020,Telangana,33402,12135,20919,348
5898,13-07-2020,Telangana,34671,11833,22482,356
5899,14-07-2020,Telangana,36221,12177,23679,365
5900,15-07-2020,Telangana,37745,12530,24840,375
5901,16-07-2020,Telangana,39342,12957,25999,386
5902,17-07-2020,Telangana,41018,13327,27295,396
5903,18-07-2020,Telangana,42496,13388,28705,403
5904,19-07-2020,Telangana,43780,12764,30607,409
5905,20-07-2020,Telangana,45076,12223,32438,415
5906,21-07-2020,Telangana,46274,11529,34323,422
5907,22-07-2020,Telangana,47705,9891,37385,429
5908,23-07-2020,Telangana,49259,11155,37666,438
5909,24-07-2020,Telangana,50826,11052,39327,447
5910,25-07-2020,Telangana,52466,11677,40334,455
5911,26-07-2020,Telangana,52466,11677,40334,455
5912,27-07-2020,Telangana,54059,12264,41332,463
5913,28-07-2020,Telangana,57142,13753,42909,480
5914,29-07-2020,Telangana,57142,13753,42909,480
5915,30-07-2020,Telangana,58906,14663,43751,492
5916,31-07-2020,Telangana,60717,15640,44572,505
5917,01-08-2020,Telangana,62703,16796,45388,519
5918,02-08-2020,Telangana,64786,17754,46502,530
5919,03-08-2020,Telangana,66677,18547,47590,540
5920,04-08-2020,Telangana,68946,18708,49675,563
5921,05-08-2020,Telangana,70958,19568,50814,576
5922,06-08-2020,Telangana,73050,20358,52103,589
5923,07-08-2020,Telangana,75257,21417,53239,601
5924,08-08-2020,Telangana,77513,22568,54330,615
5925,09-08-2020,Telangana,79495,22869,55999,627
5926,10-08-2020,Telangana,80751,22528,57586,637
5927,11-08-2020,Telangana,82647,22628,59374,645
5928,12-08-2020,Telangana,84544,22596,61294,654
5929,13-08-2020,Telangana,86475,22736,63074,665
5930,14-08-2020,Telangana,88396,23438,64284,674
5931,15-08-2020,Telangana,90259,23379,66196,684
5932,16-08-2020,Telangana,91361,22542,68126,693
5933,17-08-2020,Telangana,92255,21420,70132,703
5934,18-08-2020,Telangana,93937,21024,72202,711
5935,19-08-2020,Telangana,95700,20990,73991,719
5936,20-08-2020,Telangana,97424,21509,75186,729
5937,21-08-2020,Telangana,99391,21687,76967,737
5938,22-08-2020,Telangana,101865,22386,78735,744
5939,23-08-2020,Telangana,104249,22908,80586,755
5940,24-08-2020,Telangana,106091,22919,82411,761
5941,25-08-2020,Telangana,108670,23737,84163,770
5942,26-08-2020,Telangana,111688,25685,85223,780
5943,27-08-2020,Telangana,114483,27600,86095,788
5944,28-08-2020,Telangana,117415,28941,87675,799
5945,29-08-2020,Telangana,120166,30008,89350,808
5946,30-08-2020,Telangana,123090,31284,90988,818
5947,31-08-2020,Telangana,124963,31299,92837,827
5948,01-09-2020,Telangana,127697,31699,95162,836
5949,02-09-2020,Telangana,130589,32341,97402,846
5950,03-09-2020,Telangana,133406,32537,100013,856
5951,04-09-2020,Telangana,135884,32994,102024,866
5952,05-09-2020,Telangana,138395,32915,104603,877
5953,06-09-2020,Telangana,140969,32553,107530,886
5954,07-09-2020,Telangana,142771,31635,110241,895
5955,08-09-2020,Telangana,145163,31670,112587,906
5956,09-09-2020,Telangana,147642,31654,115072,916
5957,10-09-2020,Telangana,150176,32106,117143,927
5958,11-09-2020,Telangana,152602,32195,119467,940
5959,12-09-2020,Telangana,154880,32005,121925,950
5960,13-09-2020,Telangana,157096,31607,124528,961
5961,14-09-2020,Telangana,158513,30532,127007,974
5962,15-09-2020,Telangana,160571,30400,129187,984
5963,16-09-2020,Telangana,162844,30401,131447,996
5964,17-09-2020,Telangana,165003,30443,133555,1005
5965,18-09-2020,Telangana,167046,30673,135357,1016
5966,19-09-2020,Telangana,169169,30636,137508,1025
5967,20-09-2020,Telangana,171306,30573,139700,1033
5968,21-09-2020,Telangana,172608,29636,141930,1042
5969,22-09-2020,Telangana,174774,29649,144073,1052
5970,07-04-2020,Tripura,1,1,0,0
5971,08-04-2020,Tripura,1,1,0,0
5972,09-04-2020,Tripura,1,1,0,0
5973,10-04-2020,Tripura,1,1,0,0
5974,11-04-2020,Tripura,1,1,0,0
5975,12-04-2020,Tripura,2,2,0,0
5976,13-04-2020,Tripura,2,2,0,0
5977,14-04-2020,Tripura,2,2,0,0
5978,15-04-2020,Tripura,2,2,0,0
5979,16-04-2020,Tripura,2,1,1,0
5980,17-04-2020,Tripura,2,1,1,0
5981,18-04-2020,Tripura,2,1,1,0
5982,19-04-2020,Tripura,2,1,1,0
5983,20-04-2020,Tripura,2,1,1,0
5984,21-04-2020,Tripura,2,1,1,0
5985,22-04-2020,Tripura,2,1,1,0
5986,23-04-2020,Tripura,2,1,1,0
5987,24-04-2020,Tripura,2,1,1,0
5988,25-04-2020,Tripura,2,1,1,0
5989,26-04-2020,Tripura,2,0,2,0
5990,27-04-2020,Tripura,2,0,2,0
5991,28-04-2020,Tripura,2,0,2,0
5992,29-04-2020,Tripura,2,0,2,0
5993,30-04-2020,Tripura,2,0,2,0
5994,01-05-2020,Tripura,2,0,2,0
5995,02-05-2020,Tripura,2,0,2,0
5996,03-05-2020,Tripura,4,2,2,0
5997,04-05-2020,Tripura,16,14,2,0
5998,05-05-2020,Tripura,29,27,2,0
5999,06-05-2020,Tripura,43,41,2,0
6000,07-05-2020,Tripura,43,41,2,0
6001,08-05-2020,Tripura,65,63,2,0
6002,09-05-2020,Tripura,118,116,2,0
6003,10-05-2020,Tripura,134,132,2,0
6004,11-05-2020,Tripura,150,148,2,0
6005,12-05-2020,Tripura,152,150,2,0
6006,13-05-2020,Tripura,154,152,2,0
6007,14-05-2020,Tripura,155,139,16,0
6008,15-05-2020,Tripura,156,127,29,0
6009,16-05-2020,Tripura,156,114,42,0
6010,17-05-2020,Tripura,167,103,64,0
6011,18-05-2020,Tripura,167,82,85,0
6012,19-05-2020,Tripura,167,82,85,0
6013,20-05-2020,Tripura,173,57,116,0
6014,21-05-2020,Tripura,173,40,133,0
6015,22-05-2020,Tripura,173,25,148,0
6016,23-05-2020,Tripura,175,23,152,0
6017,24-05-2020,Tripura,189,36,153,0
6018,25-05-2020,Tripura,191,26,165,0
6019,26-05-2020,Tripura,194,29,165,0
6020,27-05-2020,Tripura,207,42,165,0
6021,28-05-2020,Tripura,230,65,165,0
6022,29-05-2020,Tripura,242,75,167,0
6023,30-05-2020,Tripura,251,80,171,0
6024,31-05-2020,Tripura,268,96,172,0
6025,01-06-2020,Tripura,313,140,173,0
6026,02-06-2020,Tripura,420,247,173,0
6027,03-06-2020,Tripura,468,295,173,0
6028,04-06-2020,Tripura,468,295,173,0
6029,05-06-2020,Tripura,644,471,173,0
6030,06-06-2020,Tripura,692,519,173,0
6031,07-06-2020,Tripura,747,574,173,0
6032,08-06-2020,Tripura,800,608,192,0
6033,09-06-2020,Tripura,838,646,192,0
6034,10-06-2020,Tripura,864,671,192,1
6035,11-06-2020,Tripura,895,655,239,1
6036,12-06-2020,Tripura,913,634,278,1
6037,13-06-2020,Tripura,961,682,278,1
6038,14-06-2020,Tripura,1046,730,315,1
6039,15-06-2020,Tripura,1076,760,315,1
6040,16-06-2020,Tripura,1086,652,433,1
6041,17-06-2020,Tripura,1092,658,433,1
6042,18-06-2020,Tripura,1135,578,556,1
6043,19-06-2020,Tripura,1155,515,639,1
6044,20-06-2020,Tripura,1178,520,657,1
6045,21-06-2020,Tripura,1186,505,680,1
6046,22-06-2020,Tripura,1221,461,759,1
6047,23-06-2020,Tripura,1237,454,782,1
6048,24-06-2020,Tripura,1259,451,807,1
6049,25-06-2020,Tripura,1259,361,897,1
6050,26-06-2020,Tripura,1290,270,1019,1
6051,27-06-2020,Tripura,1325,269,1055,1
6052,28-06-2020,Tripura,1334,262,1071,1
6053,29-06-2020,Tripura,1346,266,1079,1
6054,30-06-2020,Tripura,1380,294,1085,1
6055,01-07-2020,Tripura,1388,301,1086,1
6056,02-07-2020,Tripura,1396,302,1093,1
6057,03-07-2020,Tripura,1435,288,1146,1
6058,04-07-2020,Tripura,1525,325,1199,1
6059,05-07-2020,Tripura,1546,343,1202,1
6060,06-07-2020,Tripura,1568,365,1202,1
6061,07-07-2020,Tripura,1680,460,1219,1
6062,08-07-2020,Tripura,1704,455,1248,1
6063,09-07-2020,Tripura,1761,436,1324,1
6064,10-07-2020,Tripura,1776,437,1338,1
6065,11-07-2020,Tripura,1918,545,1372,1
6066,12-07-2020,Tripura,1949,572,1375,2
6067,13-07-2020,Tripura,2054,631,1421,2
6068,14-07-2020,Tripura,2080,603,1475,2
6069,15-07-2020,Tripura,2170,630,1538,2
6070,16-07-2020,Tripura,2268,661,1604,3
6071,17-07-2020,Tripura,2283,676,1604,3
6072,18-07-2020,Tripura,2366,679,1684,3
6073,19-07-2020,Tripura,2654,914,1735,5
6074,20-07-2020,Tripura,2878,1114,1759,5
6075,21-07-2020,Tripura,3079,1227,1845,7
6076,22-07-2020,Tripura,3331,1397,1926,8
6077,23-07-2020,Tripura,3449,1408,2032,9
6078,24-07-2020,Tripura,3656,1574,2072,10
6079,25-07-2020,Tripura,3759,1617,2131,11
6080,26-07-2020,Tripura,3862,1642,2209,11
6081,27-07-2020,Tripura,3900,1526,2361,13
6082,28-07-2020,Tripura,4049,1565,2467,17
6083,29-07-2020,Tripura,4269,1627,2621,21
6084,30-07-2020,Tripura,4485,1786,2678,21
6085,31-07-2020,Tripura,4706,1723,2962,21
6086,01-08-2020,Tripura,4978,1630,3327,21
6087,02-08-2020,Tripura,5233,1747,3463,23
6088,03-08-2020,Tripura,5374,1742,3605,27
6089,04-08-2020,Tripura,5505,1802,3675,28
6090,05-08-2020,Tripura,5628,1873,3725,30
6091,06-08-2020,Tripura,5725,1901,3793,31
6092,07-08-2020,Tripura,5853,1957,3860,36
6093,08-08-2020,Tripura,5999,1878,4084,37
6094,09-08-2020,Tripura,6146,1929,4176,41
6095,10-08-2020,Tripura,6208,1723,4443,42
6096,11-08-2020,Tripura,6372,1673,4656,43
6097,12-08-2020,Tripura,6482,1601,4838,43
6098,13-08-2020,Tripura,6603,1647,4912,44
6099,14-08-2020,Tripura,6767,1706,5015,46
6100,15-08-2020,Tripura,6934,1796,5088,50
6101,16-08-2020,Tripura,7061,1855,5151,55
6102,17-08-2020,Tripura,7204,1859,5286,59
6103,18-08-2020,Tripura,7409,1943,5404,62
6104,19-08-2020,Tripura,7645,2083,5497,65
6105,20-08-2020,Tripura,7835,2205,5565,65
6106,21-08-2020,Tripura,8091,2373,5649,69
6107,22-08-2020,Tripura,8371,2240,6061,70
6108,23-08-2020,Tripura,8702,2448,6182,72
6109,24-08-2020,Tripura,8902,2488,6341,73
6110,25-08-2020,Tripura,9195,2703,6414,78
6111,26-08-2020,Tripura,9523,2866,6574,83
6112,27-08-2020,Tripura,9908,3126,6697,85
6113,28-08-2020,Tripura,10414,3486,6839,89
6114,29-08-2020,Tripura,10857,3726,7037,94
6115,30-08-2020,Tripura,11307,3977,7232,98
6116,31-08-2020,Tripura,11644,4108,7433,103
6117,01-09-2020,Tripura,12153,4366,7674,113
6118,02-09-2020,Tripura,12702,4737,7847,118
6119,03-09-2020,Tripura,13292,5133,8033,126
6120,04-09-2020,Tripura,13816,5475,8212,129
6121,05-09-2020,Tripura,14507,5888,8483,136
6122,06-09-2020,Tripura,15109,6220,8745,144
6123,07-09-2020,Tripura,15508,6311,9048,149
6124,08-09-2020,Tripura,16135,6641,9342,152
6125,09-09-2020,Tripura,16717,6903,9653,161
6126,10-09-2020,Tripura,17252,7086,9993,173
6127,11-09-2020,Tripura,17811,7383,10255,173
6128,12-09-2020,Tripura,18281,7365,10734,182
6129,13-09-2020,Tripura,18910,7584,11132,194
6130,14-09-2020,Tripura,19165,7429,11536,200
6131,15-09-2020,Tripura,19696,7564,11925,207
6132,16-09-2020,Tripura,20150,7498,12435,217
6133,17-09-2020,Tripura,20676,7498,12956,222
6134,18-09-2020,Tripura,20949,7162,13559,228
6135,19-09-2020,Tripura,21484,7107,14142,235
6136,20-09-2020,Tripura,22032,6983,14810,239
6137,21-09-2020,Tripura,22275,6566,15464,245
6138,22-09-2020,Tripura,22834,6700,15883,251
6139,12-03-2020,Uttar Pradesh,11,11,0,0
6140,13-03-2020,Uttar Pradesh,11,11,0,0
6141,14-03-2020,Uttar Pradesh,12,7,5,0
6142,15-03-2020,Uttar Pradesh,12,8,4,0
6143,16-03-2020,Uttar Pradesh,13,9,4,0
6144,17-03-2020,Uttar Pradesh,15,10,5,0
6145,18-03-2020,Uttar Pradesh,16,11,5,0
6146,19-03-2020,Uttar Pradesh,17,12,5,0
6147,20-03-2020,Uttar Pradesh,19,10,9,0
6148,21-03-2020,Uttar Pradesh,24,15,9,0
6149,22-03-2020,Uttar Pradesh,27,18,9,0
6150,23-03-2020,Uttar Pradesh,31,22,9,0
6151,24-03-2020,Uttar Pradesh,33,24,9,0
6152,25-03-2020,Uttar Pradesh,33,22,11,0
6153,26-03-2020,Uttar Pradesh,37,26,11,0
6154,27-03-2020,Uttar Pradesh,41,30,11,0
6155,28-03-2020,Uttar Pradesh,55,44,11,0
6156,29-03-2020,Uttar Pradesh,55,44,11,0
6157,30-03-2020,Uttar Pradesh,75,64,11,0
6158,31-03-2020,Uttar Pradesh,101,87,14,0
6159,01-04-2020,Uttar Pradesh,103,89,14,0
6160,02-04-2020,Uttar Pradesh,113,97,14,2
6161,03-04-2020,Uttar Pradesh,113,97,14,2
6162,04-04-2020,Uttar Pradesh,174,153,19,2
6163,05-04-2020,Uttar Pradesh,227,206,19,2
6164,06-04-2020,Uttar Pradesh,227,206,19,2
6165,07-04-2020,Uttar Pradesh,305,281,21,3
6166,08-04-2020,Uttar Pradesh,326,302,21,3
6167,09-04-2020,Uttar Pradesh,361,330,27,4
6168,10-04-2020,Uttar Pradesh,410,375,31,4
6169,11-04-2020,Uttar Pradesh,431,395,32,4
6170,12-04-2020,Uttar Pradesh,452,402,45,5
6171,13-04-2020,Uttar Pradesh,483,432,46,5
6172,14-04-2020,Uttar Pradesh,558,504,49,5
6173,15-04-2020,Uttar Pradesh,660,605,50,5
6174,16-04-2020,Uttar Pradesh,735,673,51,11
6175,17-04-2020,Uttar Pradesh,805,718,74,13
6176,18-04-2020,Uttar Pradesh,849,753,82,14
6177,19-04-2020,Uttar Pradesh,969,869,86,14
6178,20-04-2020,Uttar Pradesh,1084,959,108,17
6179,21-04-2020,Uttar Pradesh,1184,1026,140,18
6180,22-04-2020,Uttar Pradesh,1294,1134,140,20
6181,23-04-2020,Uttar Pradesh,1449,1255,173,21
6182,24-04-2020,Uttar Pradesh,1510,1280,206,24
6183,25-04-2020,Uttar Pradesh,1621,1349,247,25
6184,26-04-2020,Uttar Pradesh,1793,1505,261,27
6185,27-04-2020,Uttar Pradesh,1868,1550,289,29
6186,28-04-2020,Uttar Pradesh,1955,1589,335,31
6187,29-04-2020,Uttar Pradesh,2053,1557,462,34
6188,30-04-2020,Uttar Pradesh,2134,1585,510,39
6189,01-05-2020,Uttar Pradesh,2203,1651,513,39
6190,02-05-2020,Uttar Pradesh,2328,1632,654,42
6191,03-05-2020,Uttar Pradesh,2487,1755,689,43
6192,04-05-2020,Uttar Pradesh,2645,1848,754,43
6193,05-05-2020,Uttar Pradesh,2766,1914,802,50
6194,06-05-2020,Uttar Pradesh,2880,1837,987,56
6195,07-05-2020,Uttar Pradesh,2998,1808,1130,60
6196,08-05-2020,Uttar Pradesh,3071,1759,1250,62
6197,09-05-2020,Uttar Pradesh,3214,1761,1387,66
6198,10-05-2020,Uttar Pradesh,3373,1800,1499,74
6199,11-05-2020,Uttar Pradesh,3467,1740,1653,74
6200,12-05-2020,Uttar Pradesh,3573,1735,1758,80
6201,13-05-2020,Uttar Pradesh,3664,1709,1873,82
6202,14-05-2020,Uttar Pradesh,3729,1744,1902,83
6203,15-05-2020,Uttar Pradesh,3902,1742,2072,88
6204,16-05-2020,Uttar Pradesh,4057,1797,2165,95
6205,17-05-2020,Uttar Pradesh,4258,1713,2441,104
6206,18-05-2020,Uttar Pradesh,4259,1714,2441,104
6207,19-05-2020,Uttar Pradesh,4605,1704,2783,118
6208,20-05-2020,Uttar Pradesh,4926,1885,2918,123
6209,21-05-2020,Uttar Pradesh,5175,1982,3066,127
6210,22-05-2020,Uttar Pradesh,5515,2173,3204,138
6211,23-05-2020,Uttar Pradesh,5735,2345,3238,152
6212,24-05-2020,Uttar Pradesh,6017,2456,3406,155
6213,25-05-2020,Uttar Pradesh,6268,2569,3538,161
6214,26-05-2020,Uttar Pradesh,6532,2786,3581,165
6215,27-05-2020,Uttar Pradesh,6548,2680,3698,170
6216,28-05-2020,Uttar Pradesh,6991,2818,3991,182
6217,29-05-2020,Uttar Pradesh,7170,2758,4215,197
6218,30-05-2020,Uttar Pradesh,7284,2842,4244,198
6219,31-05-2020,Uttar Pradesh,7445,2834,4410,201
6220,01-06-2020,Uttar Pradesh,7823,2901,4709,213
6221,02-06-2020,Uttar Pradesh,8075,3015,4843,217
6222,03-06-2020,Uttar Pradesh,8361,3109,5030,222
6223,04-06-2020,Uttar Pradesh,8729,3324,5176,229
6224,05-06-2020,Uttar Pradesh,9237,3553,5439,245
6225,06-06-2020,Uttar Pradesh,9733,3828,5648,257
6226,07-06-2020,Uttar Pradesh,9733,3828,5648,257
6227,08-06-2020,Uttar Pradesh,10536,4076,6185,275
6228,09-06-2020,Uttar Pradesh,10947,4320,6344,283
6229,10-06-2020,Uttar Pradesh,11335,4365,6669,301
6230,11-06-2020,Uttar Pradesh,11610,4418,6871,321
6231,12-06-2020,Uttar Pradesh,12088,4451,7292,345
6232,13-06-2020,Uttar Pradesh,12616,4642,7609,365
6233,14-06-2020,Uttar Pradesh,13118,4858,7875,385
6234,15-06-2020,Uttar Pradesh,13615,4948,8268,399
6235,16-06-2020,Uttar Pradesh,13615,4948,8268,399
6236,17-06-2020,Uttar Pradesh,14091,5064,8610,417
6237,18-06-2020,Uttar Pradesh,14598,5259,8904,435
6238,19-06-2020,Uttar Pradesh,15181,5477,9239,465
6239,20-06-2020,Uttar Pradesh,15785,5659,9638,488
6240,21-06-2020,Uttar Pradesh,16594,6092,9995,507
6241,22-06-2020,Uttar Pradesh,17731,6186,10995,550
6242,23-06-2020,Uttar Pradesh,18322,6152,11601,569
6243,24-06-2020,Uttar Pradesh,18893,6189,12116,588
6244,25-06-2020,Uttar Pradesh,19557,6375,12586,596
6245,26-06-2020,Uttar Pradesh,20193,6463,13119,611
6246,27-06-2020,Uttar Pradesh,20943,6730,13583,630
6247,28-06-2020,Uttar Pradesh,21549,6685,14215,649
6248,29-06-2020,Uttar Pradesh,22147,6679,14808,660
6249,30-06-2020,Uttar Pradesh,22828,6650,15506,672
6250,01-07-2020,Uttar Pradesh,23492,6711,16084,697
6251,02-07-2020,Uttar Pradesh,24056,6709,16629,718
6252,03-07-2020,Uttar Pradesh,24825,6869,17221,735
6253,04-07-2020,Uttar Pradesh,25797,7451,17597,749
6254,05-07-2020,Uttar Pradesh,26554,7627,18154,773
6255,06-07-2020,Uttar Pradesh,27707,8161,18761,785
6256,07-07-2020,Uttar Pradesh,28636,8718,19109,809
6257,08-07-2020,Uttar Pradesh,29968,9514,19627,827
6258,09-07-2020,Uttar Pradesh,31156,9980,20331,845
6259,10-07-2020,Uttar Pradesh,32362,10373,21127,862
6260,11-07-2020,Uttar Pradesh,33700,11024,21787,889
6261,12-07-2020,Uttar Pradesh,35092,11490,22689,913
6262,13-07-2020,Uttar Pradesh,36476,12208,23334,934
6263,14-07-2020,Uttar Pradesh,38130,12972,24203,955
6264,15-07-2020,Uttar Pradesh,39724,13758,24983,983
6265,16-07-2020,Uttar Pradesh,41383,14628,25743,1012
6266,17-07-2020,Uttar Pradesh,43441,15720,26675,1046
6267,18-07-2020,Uttar Pradesh,45163,16445,27634,1084
6268,19-07-2020,Uttar Pradesh,47036,17264,28664,1108
6269,20-07-2020,Uttar Pradesh,49247,18256,29845,1146
6270,21-07-2020,Uttar Pradesh,51160,19137,30831,1192
6271,22-07-2020,Uttar Pradesh,53288,20204,31855,1229
6272,23-07-2020,Uttar Pradesh,55588,20825,33500,1263
6273,24-07-2020,Uttar Pradesh,58104,21012,35803,1289
6274,25-07-2020,Uttar Pradesh,60771,21711,37712,1348
6275,26-07-2020,Uttar Pradesh,63742,22452,39903,1387
6276,27-07-2020,Uttar Pradesh,66988,23921,41641,1426
6277,28-07-2020,Uttar Pradesh,70493,26204,42833,1456
6278,29-07-2020,Uttar Pradesh,73951,27934,44520,1497
6279,30-07-2020,Uttar Pradesh,77334,29997,45807,1530
6280,31-07-2020,Uttar Pradesh,81039,32649,46803,1587
6281,01-08-2020,Uttar Pradesh,85461,34968,48863,1630
6282,02-08-2020,Uttar Pradesh,89048,36037,51334,1677
6283,03-08-2020,Uttar Pradesh,92921,38023,53168,1730
6284,04-08-2020,Uttar Pradesh,97362,40191,55393,1778
6285,05-08-2020,Uttar Pradesh,100310,41222,57271,1817
6286,06-08-2020,Uttar Pradesh,104388,41973,60558,1857
6287,07-08-2020,Uttar Pradesh,108974,43654,63402,1918
6288,08-08-2020,Uttar Pradesh,113378,44563,66834,1981
6289,09-08-2020,Uttar Pradesh,118038,46177,69833,2028
6290,10-08-2020,Uttar Pradesh,122609,47890,72650,2069
6291,11-08-2020,Uttar Pradesh,126722,47878,76724,2120
6292,12-08-2020,Uttar Pradesh,131763,48998,80589,2176
